order_id,order_date,region,category,product,quantity,sales,profit,customer_segment
ORD11272,2026-06-25,North,Electronics,Printer,3.0,41289.55,-4683.61,Home Office
ORD11273,2026-06-26,West,Office Supplies,Monitor,8.0,1858.23,5642.96,Corporate
ORD11274,2026-06-27,North,Furniture,Printer,4.0,18060.55,3799.18,Consumer
ORD11275,2026-06-28,North,Electronics,Chair,3.0,37543.85,495.27,Consumer
ORD11276,2026-06-29,North,Electronics,Chair,4.0,47329.82,10089.01,Consumer
ORD11277,2026-06-30,South,Furniture,Monitor,6.0,19015.35,6392.76,Home Office
ORD11278,2026-07-01,South,Electronics,Keyboard,7.0,43628.26,11972.02,Corporate
ORD11279,2026-07-02,West,Furniture,Printer,7.0,19807.28,-2132.85,Consumer
ORD11280,2026-07-03,North,Electronics,Keyboard,4.0,9138.83,-3506.25,Home Office
ORD11281,2026-07-04,North,Furniture,Printer,8.0,371.62,-2630.25,Consumer
ORD11282,2026-07-05,North,Electronics,Desk,7.0,16643.01,-422.05,Consumer
ORD11283,2026-07-06,North,Electronics,Printer,2.0,19048.06,2085.38,Home Office
ORD11284,2026-07-07,South,Electronics,Chair,8.0,47266.85,9664.26,Corporate
ORD11285,2026-07-08,East,Office Supplies,Laptop,9.0,10462.3,-178.94,Consumer
ORD11286,2026-07-09,East,Electronics,Laptop,5.0,19235.09,10559.14,Home Office
ORD11287,2026-07-10,East,Electronics,Laptop,4.0,1452.68,2869.43,Consumer
ORD11288,2026-07-11,South,Office Supplies,Laptop,4.0,38224.28,6000.19,Consumer
ORD11289,2026-07-12,South,Electronics,Keyboard,4.0,45774.03,-505.07,Corporate
ORD11290,2026-07-13,North,Electronics,Keyboard,6.0,12043.47,-2347.77,Home Office
ORD11291,2026-07-14,North,Furniture,Printer,4.0,21563.96,9780.77,Consumer
ORD11292,2026-07-15,North,Electronics,Keyboard,7.0,6281.21,-3138.39,Consumer
ORD11293,2026-07-16,North,Electronics,Printer,7.0,22950.4,8158.36,Consumer
ORD11294,2026-07-17,South,Electronics,Desk,5.0,6840.45,4876.73,Home Office
ORD11295,2026-07-18,East,Furniture,Printer,5.0,26262.76,9639.34,Consumer
ORD11296,2026-07-19,South,Electronics,Laptop,8.0,36784.18,7202.91,Consumer
ORD11297,2026-07-20,North,Office Supplies,Monitor,7.0,27756.47,-211.71,Consumer
ORD11298,2026-07-21,South,Furniture,Monitor,7.0,12411.94,4765.27,Consumer
ORD11299,2026-07-22,East,Office Supplies,Chair,6.0,17819.04,-4777.75,Consumer
ORD11300,2026-07-23,South,Furniture,Chair,7.0,32000.92,3078.71,Consumer
ORD11301,2026-07-24,South,Electronics,Printer,7.0,29569.82,-3537.77,Consumer
ORD11302,2026-07-25,South,Office Supplies,Monitor,2.0,7011.38,2292.06,Consumer
ORD11303,2026-07-26,West,Office Supplies,Laptop,2.0,42278.48,-3136.6,Consumer
ORD11304,2026-07-27,North,Office Supplies,Keyboard,7.0,23864.41,11243.16,Consumer
ORD11305,2026-07-28,South,Furniture,Laptop,7.0,8285.99,3892.16,Home Office
ORD11306,2026-07-29,South,Electronics,Laptop,7.0,6316.76,10524.71,Consumer
ORD11307,2026-07-30,South,Electronics,Printer,5.0,48284.48,-4619.77,Consumer
ORD11308,2026-07-31,East,Office Supplies,Printer,1.0,14220.45,5840.11,Home Office
ORD11309,2026-08-01,West,Electronics,Desk,2.0,45447.96,218.23,Consumer
ORD11310,2026-08-02,North,Electronics,Laptop,9.0,20647.15,2341.09,Consumer
ORD11311,2026-08-03,North,Electronics,Laptop,8.0,19418.89,9842.49,Consumer
ORD11312,2026-08-04,East,Office Supplies,Printer,8.0,35106.26,11660.36,Consumer
ORD11313,2026-08-05,South,Office Supplies,Printer,1.0,692.19,-809.64,Consumer
ORD11314,2026-08-06,South,Furniture,Desk,6.0,17036.86,11120.31,Home Office
ORD11315,2026-08-07,East,Electronics,Desk,9.0,15271.76,6708.36,Consumer
ORD11316,2026-08-08,South,Electronics,Chair,8.0,43431.29,11174.04,Consumer
ORD11317,2026-08-09,South,Office Supplies,Monitor,3.0,26550.35,4560.24,Home Office
ORD11318,2026-08-10,West,Electronics,Laptop,4.0,18355.59,11332.86,Consumer
ORD11319,2026-08-11,North,Office Supplies,Laptop,3.0,13450.75,10171.74,Home Office
ORD11320,2026-08-12,West,Electronics,Desk,6.0,29607.39,-2813.94,Home Office
ORD11321,2026-08-13,South,Electronics,Desk,9.0,7753.32,283.43,Home Office
ORD11322,2026-08-14,North,Office Supplies,Chair,8.0,12461.0,-867.93,Consumer
ORD11323,2026-08-15,North,Electronics,Monitor,4.0,14821.89,4725.69,Corporate
ORD11324,2026-08-16,North,Electronics,Chair,2.0,30473.87,8647.59,Home Office
ORD11325,2026-08-17,East,Electronics,Monitor,8.0,18788.1,7909.99,Corporate
ORD11326,2026-08-18,North,Electronics,Keyboard,8.0,25388.01,7354.74,Consumer
ORD11327,2026-08-19,North,Electronics,Laptop,6.0,32591.83,1379.5,Consumer
ORD11328,2026-08-20,South,Furniture,Chair,8.0,47822.33,-2626.17,Consumer
ORD11329,2026-08-21,North,Electronics,Desk,9.0,38288.9,-1420.08,Consumer
ORD11330,2026-08-22,North,Electronics,Chair,1.0,20381.79,7608.52,Consumer
ORD11331,2026-08-23,East,Electronics,Keyboard,9.0,37464.11,-2491.92,Corporate
ORD11332,2026-08-24,East,Electronics,Chair,2.0,47494.77,-1209.91,Consumer
ORD11333,2026-08-25,North,Electronics,Laptop,1.0,25069.15,2217.4,Corporate
ORD11334,2026-08-26,West,Furniture,Keyboard,8.0,20642.75,-3774.09,Consumer
ORD11335,2026-08-27,South,Office Supplies,Desk,8.0,4085.33,-1384.23,Home Office
ORD11336,2026-08-28,East,Electronics,Desk,4.0,44640.04,-2453.94,Consumer
ORD11337,2026-08-29,South,Electronics,Printer,8.0,12472.43,11172.47,Consumer
ORD11338,2026-08-30,South,Furniture,Keyboard,7.0,3385.1,-1744.06,Consumer
ORD11339,2026-08-31,East,Electronics,Printer,2.0,26952.73,9650.09,Consumer
ORD11340,2026-09-01,West,Electronics,Printer,5.0,42325.8,-3048.43,Consumer
ORD11341,2026-09-02,West,Electronics,Laptop,4.0,20450.43,9784.44,Home Office
ORD11342,2026-09-03,North,Electronics,Chair,3.0,39196.76,5190.37,Home Office
ORD11343,2026-09-04,South,Furniture,Desk,1.0,41852.52,9445.0,Corporate
ORD11344,2026-09-05,North,Electronics,Desk,5.0,22829.3,9744.93,Consumer
ORD11345,2026-09-06,South,Electronics,Chair,8.0,29629.56,5138.35,Consumer
ORD11346,2026-09-07,South,Electronics,Desk,9.0,26788.83,10600.8,Home Office
ORD11347,2026-09-08,South,Office Supplies,Chair,7.0,46971.95,4952.62,Corporate
ORD11348,2026-09-09,North,Electronics,Keyboard,1.0,36330.18,7113.61,Consumer
ORD11349,2026-09-10,North,Office Supplies,Laptop,1.0,24573.82,2073.37,Consumer
ORD11350,2026-09-11,East,Electronics,Laptop,1.0,11156.5,10539.15,Consumer
ORD11351,2026-09-12,North,Furniture,Laptop,2.0,15649.8,9010.76,Consumer
ORD11352,2026-09-13,East,Electronics,Chair,1.0,3731.49,-2165.88,Home Office
ORD11353,2026-09-14,West,Office Supplies,Chair,4.0,25095.42,4798.59,Consumer
ORD11354,2026-09-15,North,Electronics,Monitor,9.0,43721.4,10246.06,Consumer
ORD11355,2026-09-16,West,Furniture,Desk,4.0,16476.97,8482.1,Home Office
ORD11356,2026-09-17,South,Office Supplies,Desk,5.0,6588.45,11363.4,Consumer
ORD11357,2026-09-18,South,Electronics,Monitor,7.0,3608.62,-1067.87,Corporate
ORD11358,2026-09-19,North,Electronics,Monitor,9.0,22485.51,1246.81,Home Office
ORD11359,2026-09-20,North,Electronics,Laptop,7.0,8368.28,3622.26,Corporate
ORD11360,2026-09-21,West,Office Supplies,Monitor,1.0,17435.98,-1044.62,Consumer
ORD11361,2026-09-22,East,Office Supplies,Chair,1.0,41034.99,1698.77,Home Office
ORD11362,2026-09-23,South,Electronics,Printer,4.0,19325.56,4138.17,Consumer
ORD11363,2026-09-24,South,Electronics,Chair,4.0,30571.57,-1747.23,Home Office
ORD11364,2026-09-25,East,Electronics,Monitor,1.0,25207.57,-636.31,Consumer
ORD11365,2026-09-26,West,Electronics,Desk,6.0,35982.96,-2877.68,Consumer
ORD11366,2026-09-27,West,Electronics,Chair,2.0,7977.01,7127.48,Home Office
ORD11367,2026-09-28,North,Electronics,Desk,5.0,46037.96,1146.38,Consumer
ORD11368,2026-09-29,North,Furniture,Chair,8.0,32252.91,-1255.48,Home Office
ORD11369,2026-09-30,South,Office Supplies,Desk,3.0,13693.5,3624.51,Consumer
ORD11370,2026-10-01,South,Furniture,Keyboard,9.0,6338.03,-3839.76,Home Office
ORD11371,2026-10-02,North,Electronics,Chair,7.0,7656.33,10697.91,Consumer
ORD11372,2026-10-03,South,Electronics,Desk,9.0,39176.61,5.95,Consumer
ORD11373,2026-10-04,North,Electronics,Printer,1.0,29487.88,10069.89,Consumer
ORD11374,2026-10-05,West,Electronics,Laptop,5.0,19161.76,3459.54,Consumer
ORD11375,2026-10-06,East,Electronics,Chair,3.0,16778.46,9452.56,Consumer
ORD11376,2026-10-07,West,Furniture,Printer,4.0,42816.75,-799.9,Corporate
ORD11377,2026-10-08,South,Furniture,Laptop,4.0,43763.17,-2020.4,Home Office
ORD11378,2026-10-09,South,Furniture,Chair,7.0,29146.85,9440.0,Home Office
ORD11379,2026-10-10,West,Furniture,Printer,8.0,26322.29,-1380.29,Consumer
ORD11380,2026-10-11,North,Electronics,Printer,5.0,40859.11,7685.32,Corporate
ORD11381,2026-10-12,South,Furniture,Keyboard,7.0,37516.89,857.92,Consumer
ORD11382,2026-10-13,South,Electronics,Printer,3.0,20136.19,7719.29,Home Office
ORD11383,2026-10-14,East,Electronics,Keyboard,3.0,4320.39,10429.99,Consumer
ORD11384,2026-10-15,South,Furniture,Monitor,3.0,38471.31,11687.85,Consumer
ORD11385,2026-10-16,North,Electronics,Desk,4.0,8601.31,1116.76,Corporate
ORD11386,2026-10-17,South,Office Supplies,Laptop,6.0,1015.57,1247.94,Consumer
ORD11387,2026-10-18,East,Office Supplies,Desk,5.0,42196.47,11683.59,Consumer
ORD11388,2026-10-19,North,Office Supplies,Desk,8.0,28997.04,9645.98,Consumer
ORD11389,2026-10-20,South,Electronics,Keyboard,5.0,44604.97,-4233.44,Consumer
ORD11390,2026-10-21,North,Furniture,Desk,5.0,24332.49,4748.65,Home Office
ORD11391,2026-10-22,South,Electronics,Printer,2.0,46338.76,-1918.84,Consumer
ORD11392,2026-10-23,North,Electronics,Keyboard,5.0,17827.79,11898.21,Corporate
ORD11393,2026-10-24,North,Electronics,Desk,7.0,36281.2,-2638.31,Consumer
ORD11394,2026-10-25,North,Electronics,Keyboard,2.0,15189.13,4508.91,Consumer
ORD11395,2026-10-26,South,Office Supplies,Monitor,6.0,257.95,6308.37,Home Office
ORD11396,2026-10-27,South,Office Supplies,Keyboard,7.0,19111.28,10930.1,Corporate
ORD11397,2026-10-28,East,Office Supplies,Chair,5.0,36940.72,9403.39,Corporate
ORD11398,2026-10-29,South,Furniture,Printer,9.0,7671.2,-822.17,Consumer
ORD11399,2026-10-30,West,Electronics,Laptop,4.0,25339.14,4734.61,Consumer
ORD11400,2026-10-31,South,Electronics,Chair,1.0,10773.61,11210.76,Consumer
ORD11401,2026-11-01,South,Electronics,Chair,5.0,3916.28,7507.19,Corporate
ORD11402,2026-11-02,North,Electronics,Chair,8.0,30949.11,6701.72,Consumer
ORD11403,2026-11-03,North,Office Supplies,Desk,7.0,47607.99,7833.32,Corporate
ORD11404,2026-11-04,South,Electronics,Keyboard,8.0,15673.07,482.61,Home Office
ORD11405,2026-11-05,North,Office Supplies,Keyboard,2.0,29116.16,7397.29,Consumer
ORD11406,2026-11-06,East,Electronics,Desk,3.0,47689.45,-1041.47,Consumer
ORD11407,2026-11-07,South,Office Supplies,Printer,9.0,32594.07,2277.75,Consumer
ORD11408,2026-11-08,South,Electronics,Desk,1.0,33721.04,10128.79,Corporate
ORD11409,2026-11-09,North,Electronics,Desk,8.0,9110.64,-4677.49,Home Office
ORD11410,2026-11-10,South,Electronics,Desk,8.0,24731.96,2043.42,Consumer
ORD11411,2026-11-11,West,Electronics,Printer,7.0,18480.72,-464.03,Consumer
ORD11412,2026-11-12,North,Furniture,Printer,5.0,23653.65,-1623.98,Corporate
ORD11413,2026-11-13,South,Office Supplies,Monitor,4.0,40081.16,9255.78,Corporate
ORD11414,2026-11-14,South,Furniture,Monitor,6.0,23142.81,6840.48,Corporate
ORD11415,2026-11-15,North,Office Supplies,Monitor,1.0,3329.96,-3085.24,Home Office
ORD11416,2026-11-16,North,Electronics,Monitor,5.0,45295.97,3405.88,Corporate
ORD11417,2026-11-17,North,Electronics,Keyboard,4.0,27331.83,2937.4,Corporate
ORD11418,2026-11-18,South,Electronics,Chair,4.0,46239.82,-2577.03,Corporate
ORD11419,2026-11-19,South,Office Supplies,Chair,7.0,28703.25,8595.97,Consumer
ORD11420,2026-11-20,West,Electronics,Monitor,9.0,3667.89,1233.46,Corporate
ORD11421,2026-11-21,North,Electronics,Monitor,8.0,27732.9,7952.94,Home Office
ORD11422,2026-11-22,South,Electronics,Laptop,8.0,28871.8,-1734.94,Consumer
ORD11423,2026-11-23,South,Electronics,Chair,5.0,10874.13,356.25,Corporate
ORD11424,2026-11-24,North,Furniture,Laptop,6.0,23657.25,-3382.09,Consumer
ORD11425,2026-11-25,East,Electronics,Laptop,2.0,23080.19,-2560.85,Home Office
ORD11426,2026-11-26,North,Electronics,Desk,3.0,31219.23,10014.12,Consumer
ORD11427,2026-11-27,South,Electronics,Keyboard,5.0,13128.78,-3145.09,Home Office
ORD11428,2026-11-28,East,Electronics,Printer,2.0,29171.07,-3372.57,Consumer
ORD11429,2026-11-29,South,Office Supplies,Chair,3.0,12199.41,10986.41,Corporate
ORD11430,2026-11-30,West,Office Supplies,Monitor,4.0,22432.97,5980.36,Consumer
ORD11431,2026-12-01,North,Office Supplies,Monitor,6.0,6310.74,-3284.43,Consumer
ORD11432,2026-12-02,North,Electronics,Printer,5.0,2057.57,11519.18,Home Office
ORD11433,2026-12-03,North,Office Supplies,Chair,4.0,16165.25,-2499.3,Corporate
ORD11434,2026-12-04,South,Furniture,Monitor,2.0,13873.67,8027.88,Home Office
ORD11435,2026-12-05,North,Electronics,Monitor,5.0,20465.41,-4407.53,Corporate
ORD11436,2026-12-06,North,Electronics,Desk,5.0,48106.73,5617.21,Consumer
ORD11437,2026-12-07,South,Electronics,Laptop,7.0,26207.02,4293.97,Consumer
ORD11438,2026-12-08,North,Office Supplies,Monitor,1.0,27748.2,-1463.94,Consumer
ORD11439,2026-12-09,West,Electronics,Keyboard,4.0,47091.73,5933.48,Home Office
ORD11440,2026-12-10,South,Electronics,Chair,5.0,46073.13,5489.9,Corporate
ORD11441,2026-12-11,South,Furniture,Keyboard,8.0,44228.78,8571.98,Consumer
ORD11442,2026-12-12,South,Office Supplies,Printer,8.0,5080.14,9889.86,Consumer
ORD11443,2026-12-13,South,Office Supplies,Desk,1.0,31788.01,3671.78,Home Office
ORD11444,2026-12-14,West,Furniture,Chair,5.0,40443.33,3335.02,Home Office
ORD11445,2026-12-15,South,Furniture,Desk,1.0,41811.62,5567.13,Home Office
ORD11446,2026-12-16,East,Electronics,Laptop,1.0,28979.78,7396.53,Corporate
ORD11447,2026-12-17,North,Office Supplies,Monitor,2.0,1071.28,1054.91,Home Office
ORD11448,2026-12-18,East,Office Supplies,Chair,2.0,48690.9,3578.91,Consumer
ORD11449,2026-12-19,North,Electronics,Printer,9.0,23715.4,4946.77,Consumer
ORD11450,2026-12-20,West,Electronics,Laptop,4.0,19801.08,11802.43,Home Office
ORD11451,2026-12-21,East,Electronics,Laptop,3.0,19868.45,4991.11,Corporate
ORD11452,2026-12-22,South,Electronics,Desk,1.0,21322.71,-1188.83,Consumer
ORD11453,2026-12-23,North,Electronics,Laptop,2.0,12260.6,4995.83,Consumer
ORD11454,2026-12-24,North,Furniture,Chair,6.0,16501.21,8931.49,Consumer
ORD11455,2026-12-25,East,Electronics,Desk,9.0,49270.81,9575.86,Home Office
ORD11456,2026-12-26,East,Electronics,Laptop,5.0,18534.77,8604.26,Home Office
ORD11457,2026-12-27,West,Electronics,Printer,4.0,26430.91,10099.56,Corporate
ORD11458,2026-12-28,North,Electronics,Keyboard,5.0,42445.05,691.03,Consumer
ORD11459,2026-12-29,East,Electronics,Chair,9.0,26465.9,3628.7,Consumer
ORD11460,2026-12-30,East,Electronics,Printer,7.0,16357.78,8253.05,Consumer
ORD11461,2026-12-31,South,Electronics,Printer,8.0,26282.8,-504.35,Consumer
ORD11462,2027-01-01,South,Electronics,Desk,4.0,5881.5,1316.88,Corporate
ORD11463,2027-01-02,South,Electronics,Monitor,8.0,6674.35,9129.65,Consumer
ORD11464,2027-01-03,South,Electronics,Desk,6.0,34766.56,8091.46,Home Office
ORD11465,2027-01-04,North,Furniture,Chair,5.0,45889.54,11510.39,Consumer
ORD11466,2027-01-05,North,Electronics,Chair,5.0,36338.77,11931.56,Corporate
ORD11467,2027-01-06,South,Furniture,Desk,6.0,3915.74,-907.34,Corporate
ORD11468,2027-01-07,West,Furniture,Monitor,3.0,20264.2,10307.65,Home Office
ORD11469,2027-01-08,West,Electronics,Desk,5.0,327.17,-3393.24,Corporate
ORD11470,2027-01-09,East,Office Supplies,Chair,9.0,25658.1,7066.6,Consumer
ORD11471,2027-01-10,East,Electronics,Monitor,7.0,9821.58,-1258.31,Consumer
ORD11472,2027-01-11,West,Electronics,Chair,4.0,43433.7,105.29,Consumer
ORD11473,2027-01-12,East,Electronics,Monitor,7.0,5395.89,11087.46,Home Office
ORD11474,2027-01-13,North,Office Supplies,Monitor,5.0,271.38,-526.43,Corporate
ORD11475,2027-01-14,South,Furniture,Desk,2.0,22667.07,6444.02,Consumer
ORD11476,2027-01-15,East,Office Supplies,Desk,6.0,7940.58,-1971.82,Consumer
ORD11477,2027-01-16,North,Electronics,Desk,7.0,36951.72,-3412.37,Home Office
ORD11478,2027-01-17,East,Office Supplies,Monitor,8.0,46012.75,768.39,Home Office
ORD11479,2027-01-18,South,Electronics,Monitor,6.0,2288.51,5611.33,Consumer
ORD11480,2027-01-19,North,Office Supplies,Chair,8.0,19899.99,-784.93,Consumer
ORD11481,2027-01-20,South,Furniture,Printer,7.0,49841.39,102.87,Home Office
ORD11482,2027-01-21,South,Electronics,Desk,2.0,36687.06,7048.41,Corporate
ORD11483,2027-01-22,North,Electronics,Keyboard,6.0,47668.74,-3252.47,Consumer
ORD11484,2027-01-23,North,Electronics,Chair,9.0,8371.35,2597.39,Consumer
ORD11485,2027-01-24,North,Electronics,Chair,6.0,11224.15,11009.49,Consumer
ORD11486,2027-01-25,North,Office Supplies,Laptop,4.0,7909.6,1748.52,Home Office
ORD11487,2027-01-26,North,Electronics,Desk,7.0,15257.98,2381.42,Consumer
ORD11488,2027-01-27,North,Electronics,Chair,3.0,36274.33,7549.47,Home Office
ORD11489,2027-01-28,North,Electronics,Laptop,5.0,8414.34,8243.2,Consumer
ORD11490,2027-01-29,East,Electronics,Keyboard,1.0,26306.86,8083.31,Consumer
ORD11491,2027-01-30,South,Electronics,Keyboard,3.0,13606.65,11963.74,Consumer
ORD11492,2027-01-31,North,Electronics,Desk,8.0,41493.95,-3785.33,Corporate
ORD11493,2027-02-01,East,Office Supplies,Monitor,9.0,528.3,11698.31,Consumer
ORD11494,2027-02-02,East,Furniture,Laptop,9.0,11311.12,11153.22,Consumer
ORD11495,2027-02-03,South,Electronics,Monitor,2.0,30340.99,9486.36,Corporate
ORD11496,2027-02-04,North,Furniture,Keyboard,4.0,5016.18,2720.13,Corporate
ORD11497,2027-02-05,West,Electronics,Keyboard,5.0,23422.35,9805.34,Consumer
ORD11498,2027-02-06,West,Office Supplies,Printer,3.0,21923.12,-1245.85,Home Office
ORD11499,2027-02-07,East,Office Supplies,Printer,1.0,42655.65,8458.15,Consumer
ORD11500,2027-02-08,South,Electronics,Printer,6.0,31344.78,-1850.95,Corporate
ORD11501,2027-02-09,South,Office Supplies,Printer,2.0,32057.16,8861.15,Consumer
ORD11502,2027-02-10,South,Electronics,Chair,9.0,47600.02,5447.0,Consumer
ORD11503,2027-02-11,West,Electronics,Printer,1.0,49121.55,-3333.47,Corporate
ORD11504,2027-02-12,East,Furniture,Chair,9.0,32739.06,10220.43,Consumer
ORD11505,2027-02-13,North,Office Supplies,Chair,7.0,26195.67,4825.27,Consumer
ORD11506,2027-02-14,West,Electronics,Desk,2.0,30474.42,6156.22,Consumer
ORD11507,2027-02-15,East,Furniture,Chair,6.0,19245.7,-180.33,Consumer
ORD11508,2027-02-16,East,Electronics,Chair,8.0,24573.82,9817.8,Home Office
ORD11509,2027-02-17,North,Furniture,Printer,2.0,35310.06,4268.41,Consumer
ORD11510,2027-02-18,North,Furniture,Chair,5.0,14692.14,2159.04,Consumer
ORD11511,2027-02-19,North,Electronics,Monitor,6.0,3076.76,4082.79,Consumer
ORD11512,2027-02-20,South,Electronics,Printer,5.0,2427.15,6956.32,Consumer
ORD11513,2027-02-21,North,Electronics,Laptop,2.0,10404.67,6815.81,Corporate
ORD11514,2027-02-22,North,Electronics,Printer,6.0,11799.07,1078.81,Consumer
ORD11515,2027-02-23,West,Furniture,Chair,3.0,20869.27,1549.39,Consumer
ORD11516,2027-02-24,South,Electronics,Monitor,2.0,10899.33,4558.05,Consumer
ORD11517,2027-02-25,East,Office Supplies,Printer,1.0,31619.34,10714.92,Home Office
ORD11518,2027-02-26,North,Furniture,Monitor,8.0,10720.49,7672.31,Consumer
ORD11519,2027-02-27,North,Furniture,Laptop,1.0,9556.25,1637.05,Home Office
ORD11520,2027-02-28,North,Electronics,Keyboard,5.0,23667.6,729.55,Consumer
ORD11521,2027-03-01,South,Electronics,Laptop,6.0,44455.7,3901.82,Consumer
ORD11522,2027-03-02,South,Furniture,Keyboard,3.0,23521.61,9789.85,Consumer
ORD11523,2027-03-03,North,Electronics,Desk,7.0,20809.67,-4852.45,Home Office
ORD11524,2027-03-04,South,Electronics,Keyboard,2.0,28989.13,7078.26,Consumer
ORD11525,2027-03-05,North,Electronics,Desk,7.0,13009.24,6.71,Home Office
ORD11526,2027-03-06,West,Electronics,Printer,2.0,17801.14,-1457.24,Corporate
ORD11527,2027-03-07,East,Electronics,Desk,5.0,10849.0,-4793.65,Corporate
ORD11528,2027-03-08,South,Electronics,Monitor,7.0,28676.14,10242.04,Consumer
ORD11529,2027-03-09,North,Electronics,Desk,3.0,34929.9,10508.22,Consumer
ORD11530,2027-03-10,North,Electronics,Monitor,4.0,33750.19,-3955.9,Consumer
ORD11531,2027-03-11,South,Furniture,Keyboard,1.0,12889.93,3870.86,Corporate
ORD11532,2027-03-12,South,Electronics,Keyboard,3.0,39026.48,-2406.23,Consumer
ORD11533,2027-03-13,North,Electronics,Keyboard,9.0,12946.49,7897.69,Corporate
ORD11534,2027-03-14,South,Office Supplies,Desk,5.0,7685.52,6311.66,Consumer
ORD11535,2027-03-15,North,Electronics,Keyboard,8.0,17620.48,51.22,Home Office
ORD11536,2027-03-16,South,Electronics,Desk,2.0,29967.66,-3011.68,Consumer
ORD11537,2027-03-17,South,Electronics,Desk,3.0,7271.69,9130.75,Consumer
ORD11538,2027-03-18,South,Electronics,Chair,7.0,32474.74,6462.29,Consumer
ORD11539,2027-03-19,North,Electronics,Chair,4.0,43180.79,-4884.06,Consumer
ORD11540,2027-03-20,North,Furniture,Desk,9.0,14798.4,5673.82,Consumer
ORD11541,2027-03-21,East,Furniture,Monitor,7.0,22620.29,8775.03,Consumer
ORD11542,2027-03-22,South,Electronics,Printer,1.0,11569.86,5043.06,Corporate
ORD11543,2027-03-23,East,Electronics,Laptop,4.0,18190.83,2220.13,Consumer
ORD11544,2027-03-24,North,Electronics,Chair,6.0,1294.13,4926.61,Consumer
ORD11545,2027-03-25,South,Furniture,Desk,6.0,47697.72,5535.1,Consumer
ORD11546,2027-03-26,South,Electronics,Laptop,6.0,20911.33,5880.59,Consumer
ORD11547,2027-03-27,West,Furniture,Chair,5.0,39485.73,11439.77,Consumer
ORD11548,2027-03-28,East,Electronics,Printer,3.0,7303.64,-1962.99,Corporate
ORD11549,2027-03-29,South,Electronics,Monitor,2.0,40655.28,5592.58,Consumer
ORD11550,2027-03-30,East,Office Supplies,Desk,3.0,43035.34,-1804.11,Home Office
ORD11551,2027-03-31,South,Electronics,Printer,9.0,35830.76,-1430.74,Consumer
ORD11552,2027-04-01,North,Electronics,Chair,3.0,45179.77,6377.38,Consumer
ORD11553,2027-04-02,South,Office Supplies,Desk,3.0,8526.42,10571.22,Home Office
ORD11554,2027-04-03,East,Office Supplies,Laptop,1.0,23928.8,-2296.25,Home Office
ORD11555,2027-04-04,West,Electronics,Keyboard,2.0,31081.45,11361.91,Consumer
ORD11556,2027-04-05,West,Electronics,Monitor,3.0,29890.41,429.33,Consumer
ORD11557,2027-04-06,North,Furniture,Chair,2.0,43079.84,1652.34,Consumer
ORD11558,2027-04-07,South,Electronics,Monitor,8.0,10941.43,-2387.43,Consumer
ORD11559,2027-04-08,East,Electronics,Desk,6.0,8947.06,5469.21,Corporate
ORD11560,2027-04-09,North,Electronics,Keyboard,7.0,12818.25,5139.15,Consumer
ORD11561,2027-04-10,East,Electronics,Printer,1.0,44599.19,2518.59,Consumer
ORD11562,2027-04-11,South,Electronics,Monitor,6.0,47063.15,3093.55,Consumer
ORD11563,2027-04-12,West,Furniture,Laptop,2.0,28567.58,5590.59,Consumer
ORD11564,2027-04-13,North,Electronics,Chair,6.0,25168.32,4919.44,Consumer
ORD11565,2027-04-14,West,Electronics,Laptop,3.0,30348.2,1362.48,Consumer
ORD11566,2027-04-15,North,Electronics,Monitor,7.0,30892.12,10029.94,Consumer
ORD11567,2027-04-16,South,Furniture,Keyboard,3.0,8681.17,6350.23,Corporate
ORD11568,2027-04-17,North,Electronics,Printer,9.0,34383.26,-1508.09,Consumer
ORD11569,2027-04-18,North,Electronics,Printer,3.0,24573.82,438.35,Consumer
ORD11570,2027-04-19,South,Electronics,Laptop,7.0,24573.82,8393.93,Consumer
ORD11571,2027-04-20,North,Furniture,Desk,4.0,1709.77,-3223.07,Corporate
ORD11572,2027-04-21,North,Office Supplies,Desk,8.0,38274.92,7753.94,Corporate
ORD11573,2027-04-22,South,Electronics,Keyboard,2.0,41804.31,1100.32,Consumer
ORD11574,2027-04-23,West,Electronics,Printer,8.0,31047.19,4378.75,Consumer
ORD11575,2027-04-24,South,Furniture,Laptop,9.0,37486.44,-230.51,Consumer
ORD11576,2027-04-25,South,Electronics,Laptop,8.0,26230.76,11769.76,Consumer
ORD11577,2027-04-26,East,Electronics,Laptop,6.0,30994.0,10399.28,Corporate
ORD11578,2027-04-27,South,Electronics,Monitor,1.0,19849.67,10783.65,Consumer
ORD11579,2027-04-28,South,Electronics,Keyboard,7.0,39635.34,-1858.82,Consumer
ORD11580,2027-04-29,South,Furniture,Desk,1.0,23519.89,9308.73,Consumer
ORD11581,2027-04-30,East,Electronics,Desk,5.0,34074.6,4101.75,Consumer
ORD11582,2027-05-01,North,Electronics,Monitor,2.0,31147.18,7033.61,Consumer
ORD11583,2027-05-02,North,Furniture,Chair,8.0,35175.26,-1302.43,Consumer
ORD11584,2027-05-03,South,Electronics,Monitor,2.0,39303.75,7103.74,Consumer
ORD11585,2027-05-04,East,Furniture,Keyboard,3.0,25733.13,10542.54,Consumer
ORD11586,2027-05-05,East,Office Supplies,Laptop,3.0,40690.68,-452.82,Consumer
ORD11587,2027-05-06,South,Furniture,Monitor,1.0,24963.41,-1032.88,Consumer
